Reporter,Reporter Code,Partner Name,Partner Code,Tariff Indicator Name,Tariff Indicator Code,Product,Product Code,1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994]
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,100840 -- (2012-) - Fonio (Digitaria spp.),100840,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,100850 -- (2012-) - Quinoa (Chenopodium quinoa),100850,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,100860 -- (2012-) - Triticale,100860,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,100890 -- - Other cereals,100890,..,..,..,2.5,2.5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110100 -- Wheat or meslin flour.,110100,4.799644947,4.162376881,3.818104982,2.971159935,3.093271971,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110210 -- (-2011) - Rye flour,110210,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110220 -- - Maize (corn) flour,110220,2.247621059,2.109879017,1.989325047,1.890717983,1.944622993,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110230 -- (-2006)  - Rice flour,110230,0.325753689,0.310259908,0.298137605,0.307237297,0.30886209,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110290 -- - Other,110290,10,13.33333302,..,13.33333302,13.33333302,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110311 -- -- Of wheat,110311,2.355026007,..,2.316246986,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110312 -- (-2001) - - Of oats,110312,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110313 -- -- Of maize (corn),110313,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110314 -- (-2001) - - Of rice,110314,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110319 -- -- Of other cereals,110319,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110320 -- (2002-) - Pellets,110320,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110321 -- (-2001) - - Of wheat,110321,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110329 -- (-2001) - - Of other cereals,110329,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110411 -- (-2001) - - Of barley,110411,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110412 -- -- Of oats,110412,2.299870014,..,..,2.667867899,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110419 -- -- Of other cereals,110419,..,..,..,..,3.109716892,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110421 -- (-2001) - - Of barley,110421,..,..,..,..,2.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110422 -- -- Of oats,110422,2,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110423 -- -- Of maize (corn),110423,..,..,3.05775094,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110429 -- -- Of other cereals,110429,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"110430 -- - Germ of cereals, whole, rolled, flaked or ground",110430,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"110510 -- - Flour, meal and powder",110510,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"110520 -- - Flakes, granules and pellets",110520,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110610 -- - Of the dried leguminous vegetables of heading 07.13,110610,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110620 -- - Of sago or of roots or tubers of heading 07.14,110620,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110630 -- - Of the products of Chapter 8,110630,8.899999619,8.899999619,..,8.899999619,8.899999619,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110710 -- - Not roasted,110710,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110720 -- - Roasted,110720,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110811 -- -- Wheat starch,110811,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110812 -- -- Maize (corn) starch,110812,2.78233099,2.46984601,2.441252947,2.380430937,2.575784922,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110813 -- -- Potato starch,110813,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110814 -- -- Manioc (cassava) starch,110814,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110819 -- -- Other starches,110819,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,110820 -- - Inulin,110820,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"110900 -- Wheat gluten, whether or not dried.",110900,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120100 -- (-2011) Soya beans, whether or not broken.",120100,..,..,..,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120110 -- (2012-) - Seed,120110,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120190 -- (2012-) - Other,120190,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120210 -- (-2011) - In shell,120210,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120220 -- (-2011) - Shelled, whether or not broken",120220,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120230 -- (2012-) - Seed,120230,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120241 -- (2012-) -- In shell,120241,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120242 -- (2012-) -- Shelled, whether or not broken",120242,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120300 -- Copra.,120300,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120400 -- Linseed, whether or not broken.",120400,..,..,..,..,3.65654397,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120500 -- (-2001) Rape or colza seeds, whether or not broken",120500,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120510 -- (2002-) - Low erucic acid rape or colza seeds,120510,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120590 -- (2002-) - Other,120590,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120600 -- Sunflower seeds, whether or not broken.",120600,0,..,0,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120710 -- (-2006, 2012-) - Palm nuts and kernels",120710,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120720 -- (-2011) - Cotton seeds,120720,..,3.348366022,..,..,3.56430006,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120721 -- (2012-) -- Seed,120721,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120729 -- (2012-) -- Other,120729,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120730 -- (-2006, 2012-) - Castor oil seeds",120730,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120740 -- - Sesamum seeds,120740,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120750 -- - Mustard seeds,120750,0,..,0,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120760 -- (-2006, 2012-) - Safflower (Carthamus tinctorius) seeds",120760,..,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120770 -- (2012-) - Melon seeds,120770,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120791 -- -- Poppy seeds,120791,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120792 -- (-2001) - - Shea nuts (karite nuts),120792,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120799 -- -- Other,120799,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120810 -- - Of soya beans,120810,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120890 -- - Other,120890,3,3,..,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120910 -- (2002-) - Sugar beet seeds,120910,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120911 -- (-2001) - - Sugar beet seed,120911,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120919 -- (-2001) - - Other,120919,..,..,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120921 -- -- Lucerne (alfalfa) seeds,120921,1.046123028,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120922 -- -- Clover (Trifolium spp.) seeds,120922,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120923 -- -- Fescue seeds,120923,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120924 -- -- Kentucky blue grass (Poa pratensis L.) seeds,120924,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"120925 -- -- Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds",120925,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120926 -- (-2006)  -- Timothy grass seed,120926,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120929 -- -- Other,120929,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,120930 -- - Seeds of herbaceous plants cultivated principally for their flowers,120930,0.026624421,0.027782271,0.02640231,0.026441321,0.027817721,..
