Reporter,Reporter Code,Partner Name,Partner Code,Tariff Indicator Name,Tariff Indicator Code,Product,Product Code,1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994]
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392220 -- - Lavatory seats and covers,392220,6.300000191,..,..,6.300000191,6.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392290 -- - Other,392290,6.300000191,6.300000191,6.300000191,6.300000191,6.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392310 -- - Boxes, cases, crates and similar articles",392310,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392321 -- -- Of polymers of ethylene,392321,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392329 -- -- Of other plastics,392329,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392330 -- - Carboys, bottles, flasks and similar articles",392330,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392340 -- - Spools, cops, bobbins and similar supports",392340,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392350 -- - Stoppers, lids, caps and other closures",392350,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392390 -- - Other,392390,3,3,3,3,3,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392410 -- - Tableware and kitchenware,392410,4.775000095,4.775000095,4.775000095,4.775000095,4.775000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392490 -- - Other,392490,3.386666536,3.386666536,3.386666536,3.386666536,3.386666536,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392510 -- - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",392510,6.300000191,6.300000191,6.300000191,6.300000191,6.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392520 -- - Doors, windows and their frames and thresholds for doors",392520,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392530 -- - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",392530,4.329999924,4.329999924,4.329999924,4.329999924,4.329999924,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392590 -- - Other,392590,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392610 -- - Office or school supplies,392610,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392620 -- - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",392620,6.340000153,6.340000153,6.340000153,6.340000153,6.340000153,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"392630 -- - Fittings for furniture, coachwork or the like",392630,5.900000095,5.900000095,5.900000095,5.900000095,5.900000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392640 -- - Statuettes and other ornamental articles,392640,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,392690 -- - Other,392690,4.838413239,4.836252213,4.837026119,4.843600273,4.854400158,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400110 -- - Natural rubber latex, whether or not pre-vulcanised",400110,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400121 -- -- Smoked sheets,400121,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400122 -- -- Technically specified natural rubber (TSNR),400122,0,0,0,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400129 -- -- Other,400129,..,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400130 -- - Balata, gutta-percha, guayule, chicle and similar natural gums",400130,0,0,0,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400211 -- -- Latex,400211,0,..,0,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400219 -- -- Other,400219,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400220 -- - Butadiene rubber (BR),400220,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400231 -- -- Isobutene-isoprene (butyl) rubber (IIR),400231,..,..,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400239 -- -- Other,400239,0,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400241 -- -- Latex,400241,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400249 -- -- Other,400249,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400251 -- -- Latex,400251,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400259 -- -- Other,400259,..,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400260 -- - Isoprene rubber (IR),400260,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400270 -- - Ethylene-propylene-non-conjugated diene rubber (EPDM),400270,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400280 -- - Mixtures of any product of heading 40.01 with any product of this heading,400280,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400291 -- -- Latex,400291,..,0,0,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400299 -- -- Other,400299,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400300 -- Reclaimed rubber in primary forms or in plates, sheets or strip.",400300,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400400 -- Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",400400,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400510 -- - Compounded with carbon black or silica,400510,..,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400520 -- - Solutions; dispersions other than those of subheading 4005.10,400520,..,0,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400591 -- -- Plates, sheets and strip",400591,..,0,0,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400599 -- -- Other,400599,..,..,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400610 -- - “Camel-back” strips for retreading rubber tyres,400610,..,5.800000191,..,5.800000191,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400690 -- - Other,400690,4.75,4.75,..,4.75,4.75,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400700 -- Vulcanised rubber thread and cord.,400700,4.199999809,4.199999809,4.199999809,4.199999809,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400811 -- -- Plates, sheets and strip",400811,5.400000095,5.400000095,5.400000095,5.400000095,5.400000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400819 -- -- Other,400819,5.400000095,5.400000095,5.400000095,5.400000095,5.400000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400821 -- -- Plates, sheets and strip",400821,..,3.400000095,3.400000095,3.400000095,3.400000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400829 -- -- Other,400829,..,5.800000191,5.800000191,5.800000191,5.800000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400910 -- (-2001) - Not reinforced or otherwise combined with other materials, without fittings",400910,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400911 -- (2002-) -- Without fittings,400911,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400912 -- (2002-) -- With fittings,400912,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400920 -- (-2001) - Reinforced or otherwise combined only with metal, without fittings",400920,3.099999905,3.099999905,3.099999905,3.099999905,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400921 -- (2002-) -- Without fittings,400921,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400922 -- (2002-) -- With fittings,400922,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400930 -- (-2001) - Reinforced or otherwise combined only with textile materials, without fittings",400930,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400931 -- (2002-) -- Without fittings,400931,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400932 -- (2002-) -- With fittings,400932,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"400940 -- (-2001) - Reinforced or otherwise combined with other materials, without fittings",400940,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400941 -- (2002-) -- Without fittings,400941,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400942 -- (2002-) -- With fittings,400942,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,400950 -- (-2001) - With fittings,400950,3.099999905,3.099999905,3.099999905,3.099999905,3.099999905,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401010 -- (-1995) Of trapezoidal cross-section (V-belts and V-belting),401010,4.649999619,4.649999619,4.649999619,4.649999619,4.649999619,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401011 -- (1996-) -- Reinforced only with metal,401011,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401012 -- (1996-) -- Reinforced only with textile materials,401012,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401013 -- (1996-2006)  -- Reinforced only with plastics,401013,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401019 -- (1996-) -- Other,401019,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401021 -- (1996-2001)  - - Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 60 cm but not exceeding 180 cm",401021,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401022 -- (1996-2001)  - - Endless transmission belts of trapezoidal cross-section (V-belts), whether or not grooved, of a circumference exceeding 180 cm but not exceeding 240 cm",401022,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401023 -- (1996-2001)  - - Endless synchronous belts, of a circumference exceeding 60 cm but not exceeding 150 cm",401023,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401024 -- (1996-2001)  - - Endless synchronous belts, of a circumference exceeding 150 cm but not exceeding 198 cm",401024,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401029 -- (1996-2001)  - - Other,401029,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401031 -- (2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",401031,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401032 -- (2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",401032,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401033 -- (2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",401033,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401034 -- (2002-) -- Endless transmission belts of trapezoidal cross-section (V-belts), other than V-ribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",401034,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401035 -- (2002-) -- Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",401035,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401036 -- (2002-) -- Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",401036,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401039 -- (2002-) -- Other,401039,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401091 -- (-1995) Of a width exceeding 20 cm,401091,4.925000191,4.925000191,4.925000191,4.925000191,4.925000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401099 -- (-1995) Other,401099,..,4.925000191,4.925000191,4.925000191,4.925000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401110 -- - Of a kind used on motor cars (including station wagons and racing cars),401110,4,4,4,4,4,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401120 -- - Of a kind used on buses or lorries,401120,4,4,4,4,4,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401130 -- - Of a kind used on aircraft,401130,..,0,..,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401140 -- - Of a kind used on motorcycles,401140,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401150 -- - Of a kind used on bicycles,401150,5,..,..,5,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401161 -- (2002-) -- Of a kind used on agricultural or forestry vehicles and machines,401161,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401162 -- (2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm,401162,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401163 -- (2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm,401163,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401169 -- (2002-) -- Other,401169,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401191 -- (-2001) - - Having a ""herring-bone"" or similar tread",401191,2,2,2,2,2,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401192 -- (2002-) -- Of a kind used on agricultural or forestry vehicles and machines,401192,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401193 -- (2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm,401193,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401194 -- (2002-) -- Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm,401194,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401199 -- -- Other,401199,2,2,2,2,2,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401210 -- (-2001) - Retreaded tyres,401210,1.333333373,1.333333373,1.333333373,..,1.333333373,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401211 -- (2002-) -- Of a kind used on motor cars (including station wagons and racing cars),401211,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401212 -- (2002-) -- Of a kind used on buses or lorries,401212,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401213 -- (2002-) -- Of a kind used on aircraft,401213,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401219 -- (2002-) -- Other,401219,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401220 -- - Used pneumatic tyres,401220,1.333333373,..,1.333333373,1.333333373,1.333333373,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401290 -- - Other,401290,3.166666746,3.166666746,3.166666746,3.166666746,3.166666746,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401310 -- - Of a kind used on motor cars (including station wagons and racing cars), buses or lorries",401310,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401320 -- - Of a kind used on bicycles,401320,..,..,..,15,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401390 -- - Other,401390,1.850000024,1.850000024,1.850000024,1.850000024,1.850000024,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401410 -- - Sheath contraceptives,401410,..,..,..,..,4.199999809,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401490 -- - Other,401490,3.650000095,3.650000095,..,3.650000095,3.650000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401511 -- -- Surgical,401511,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401519 -- -- Other,401519,8.850000381,8.850000381,8.850000381,8.850000381,8.850000381,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401590 -- - Other,401590,5,5,5,5,5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401610 -- - Of cellular rubber,401610,4.199999809,4.199999809,4.199999809,4.199999809,4.199999809,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401691 -- -- Floor coverings and mats,401691,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401692 -- -- Erasers,401692,4.199999809,4.199999809,4.199999809,4.199999809,4.199999809,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401693 -- -- Gaskets, washers and other seals",401693,3.5,3.5,3.5,3.5,3.5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401694 -- -- Boat or dock fenders, whether or not inflatable",401694,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401695 -- -- Other inflatable articles,401695,4.199999809,4.199999809,4.199999809,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,401699 -- -- Other,401699,5.17142868,5.17142868,5.17142868,5.17142868,5.17142868,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"401700 -- Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber.",401700,5.300000191,5.300000191,5.300000191,5.300000191,5.300000191,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410110 -- (-2001) - Whole hides and skins of bovine animals, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 14 kg when fresh, wet-salted or otherwise preserved",410110,..,0,0,0,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410120 -- (2002-) -Whole hides and skins, unsplit, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved",410120,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410121 -- (-2001) - - Whole,410121,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410122 -- (-2001) - - Butts and bends,410122,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410129 -- (-2001) - - Other,410129,..,..,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410130 -- (-2001) - Other hides and skins of bovine animals, otherwise preserved",410130,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410140 -- (-2001) - Hides and skins of equine animals,410140,..,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410150 -- (2002-) -Whole hides and skins, of a weight exceeding 16 kg",410150,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410190 -- (2002-) - Other, including butts, bends and bellies",410190,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410210 -- -With wool on,410210,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410221 -- -- Pickled,410221,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410229 -- -- Other,410229,..,0,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410310 -- (-2006) - Of goats or kids,410310,0,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410320 -- - Of reptiles,410320,0,0,0,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410330 -- (2002-) - Of swine,410330,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410390 -- - Other,410390,0,..,..,..,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410410 -- (-2001) - Whole bovine skin leather, of a unit surface area not exceeding 28 square feet (2.6 m2)",410410,4.449999809,4.449999809,4.449999809,4.449999809,4.449999809,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410411 -- (2002-) -- Full grains, unsplit; grain splits",410411,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410419 -- (2002-) -- Other,410419,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410421 -- (-2001) - - Bovine leather, vegetable pre-tanned",410421,5,5,5,5,5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410422 -- (-2001) - - Bovine leather, otherwise pre-tanned",410422,5,5,5,5,5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410429 -- (-2001) - - Other,410429,4.349999905,4.566666603,4.566666603,4.566666603,4.566666603,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410431 -- (-2001) - - Full grains and full grain splits,410431,3.825000048,4.059999943,4.059999943,4.059999943,4.059999943,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410439 -- (-2001) - - Other,410439,3.825000048,4.059999943,4.059999943,4.059999943,4.059999943,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410441 -- (2002-) -- Full grains, unsplit; grain splits",410441,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410449 -- (2002-) -- Other,410449,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410510 -- (2002-) - In the wet state (including wet-blue),410510,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410511 -- (-2001) - - Vegetable pre-tanned,410511,..,2.400000095,..,2.400000095,2.400000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410512 -- (-2001) - - Otherwise pre-tanned,410512,5,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410519 -- (-2001) - - Other,410519,..,..,..,..,5,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410520 -- (-2001) - Parchment-dressed or prepared after tanning,410520,3.700000048,3.700000048,..,..,3.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410530 -- (2002-) - In the dry state (crust),410530,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410611 -- (-2001) - - Vegetable pre-tanned,410611,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410612 -- (-2001) - - Otherwise pre-tanned,410612,..,3.700000048,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410619 -- (-2001) - - Other,410619,3.700000048,3.700000048,..,3.700000048,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410620 -- (-2001) - Parchment-dressed or prepared after tanning,410620,3.950000048,3.950000048,3.950000048,3.950000048,3.950000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410621 -- (2002-) -- In the wet state (including wet-blue),410621,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410622 -- (2002-) -- In the dry state (crust),410622,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410631 -- (2002-) -- In the wet state (including wet-blue),410631,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410632 -- (2002-) -- In the dry state (crust),410632,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410640 -- (2002-) - Of reptiles,410640,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410691 -- (2002-) -- In the wet state (including wet-blue),410691,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410692 -- (2002-) -- In the dry state (crust),410692,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410710 -- (-2001) - Of swine,410710,4.199999809,4.199999809,4.199999809,4.199999809,4.199999809,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410711 -- (2002-) -- Full grains, unsplit",410711,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410712 -- (2002-) -- Grain splits,410712,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410719 -- (2002-) -- Other,410719,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410721 -- (-2001) - - Vegetable pre-tanned,410721,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410729 -- (-2001) - - Other,410729,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410790 -- (-2001) - Of other animals,410790,3.700000048,3.700000048,3.700000048,3.700000048,3.700000048,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"410791 -- (2002-) -- Full grains, unsplit",410791,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410792 -- (2002-) -- Grain splits,410792,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410799 -- (2002-) -- Other,410799,..,..,..,..,..,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410800 -- (-2001) Chamois (including combination chamois) leather,410800,4.900000095,4.900000095,4.900000095,4.900000095,4.900000095,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,410900 -- (-2001) Patent leather and patent laminated leather; metallised leather,410900,3.799999952,3.799999952,3.799999952,3.799999952,3.799999952,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"411000 -- (-2001) Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",411000,0,0,0,0,0,..
United States,840,Mexico,484,A.SimpleAverage (%),SimpleAverage,"411100 -- (-2001) Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",411100,..,2.799999952,2.799999952,2.799999952,2.799999952,..
